method,run_id,total_requests,cache_hit_ratio,semantic_hit_ratio,exact_hits,semantic_hits,prompt_hits,cache_misses,total_tokens_consumed,total_tokens_saved,token_reduction_pct,avg_latency_ms,median_latency_ms,p95_latency_ms,throughput_rps,total_inference_cost,total_baseline_cost,cost_reduction_pct,cache_efficiency_index,roi,context_efficiency,retrieval_efficiency,cache_entries,memory_consumption
Baseline-D (Prompt),4,100000,0.17477,0.0,554,0,16923,82523,176065474,16750712,8.687399303707831,289.29874599969196,350.4,350.4,3.4566344093349954,1281.3212306000455,1341.2852200000502,4.470636707679704,17.193746688958495,3.6956922004702215,0.09747486868642032,0.00554,1277,1.7026666666666668
Baseline-D (Prompt),5,100000,0.1753,0.0,556,0,16974,82470,175989288,16826898,8.726911546730832,289.1134519996937,350.4,350.4,3.4588497805389533,1281.0732823000649,1341.2852200000768,4.4891225819970275,17.203082539269055,3.682110241058473,0.09787481469501504,0.00556,1286,1.7146666666666666
Baseline-D (Prompt),6,100000,0.17371,0.0,577,0,16794,82629,176302460,16513726,8.564491572299849,289.66925299969085,350.4,350.4,3.452213134961436,1282.274431500059,1341.2852200000746,4.399570473162462,17.04793587634707,3.6759737321723804,0.09622851669566536,0.00577,1262,1.6826666666666668
Baseline-D (Prompt),7,100000,0.1748,0.0,623,0,16857,82520,176077488,16738698,8.681168498997279,289.28805099969327,350.4,350.4,3.456762201357084,1281.454229800047,1341.285220000054,4.460720904686084,17.15749263330727,3.6779507584055615,0.09741176762250621,0.00623,1279,1.7053333333333334
Baseline-D (Prompt),8,100000,0.17409,0.0,588,0,16821,82591,176027808,16788378,8.706933970781892,289.5363719996915,350.4,350.4,3.453797507696427,1281.2101006000512,1341.2852200000632,4.478922044634859,17.151929143309857,3.700713568076056,0.09767264442410581,0.00588,1278,1.704
Baseline-D (Prompt),9,100000,0.17416,0.0,598,0,16818,82584,175809876,17006310,8.819959751719184,289.5118699996911,350.4,350.4,3.4540898098619133,1280.555472400041,1341.2852200000666,4.52772808456225,17.436139813186813,3.7668561695467484,0.09881525711135125,0.00598,1274,1.6986666666666668
Baseline-D (Prompt),10,100000,0.17354,0.0,547,0,16807,82646,175976607,16839579,8.733488276757015,289.72877499969104,350.4,350.4,3.4515039108596186,1280.9544805000608,1341.2852200000727,4.4979798927485914,17.029956524825174,3.6877031468540777,0.09794135046212955,0.00547,1287,1.716
Baseline-D (Prompt),11,100000,0.17505,0.0,619,0,16886,82495,175975186,16841000,8.73422524808161,289.20066299969255,350.4,350.4,3.457806734008293,1281.0873961000646,1341.2852200000689,4.48807032258219,17.233147213561963,3.6919582151211476,0.09794880567626386,0.00619,1283,1.7106666666666666
Baseline-D (Prompt),12,100000,0.17417,0.0,570,0,16847,82583,176181127,16635059,8.627418343395716,289.5084579996908,350.4,350.4,3.4541305180143236,1281.7494493000545,1341.285220000074,4.438710709122428,16.897326357095647,3.6295311586329406,0.09686705850160288,0.0057,1286,1.7146666666666666
Baseline-D (Prompt),13,100000,0.17314,0.0,585,0,16729,82686,176190674,16625512,8.622466995587185,289.8685009996893,350.4,350.4,3.449840174255677,1281.7858223000521,1341.2852200000655,4.435998907078871,16.892847110798122,3.6556649217537815,0.09681684800500746,0.00585,1278,1.704
Baseline-D (Prompt),14,100000,0.17403,0.0,564,0,16839,82597,176062253,16753933,8.689069806618829,289.55741999969,350.4,350.4,3.45354645030706,1281.3128337000612,1341.2852200000525,4.471262741565805,16.964819394821568,3.65262888285425,0.09749178482661214,0.00564,1289,1.7186666666666666
Baseline-D (Prompt),15,100000,0.17465,0.0,574,0,16891,82535,175952325,16863861,8.74608161785754,289.34063799969147,350.4,350.4,3.4561339427234774,1280.9787904000436,1341.2852200000668,4.496167459447602,17.36599837057783,3.7410715094357854,0.09806872797309889,0.00574,1272,1.696
Baseline-D (Prompt),16,100000,0.1737,0.0,611,0,16759,82630,176244876,16571310,8.594356285006073,289.67264699968985,350.4,350.4,3.4521726865052282,1282.0383830000424,1341.2852200000596,4.417169153628231,16.90546131754111,3.639533046203383,0.09653167779699993,0.00611,1277,1.7026666666666668
Baseline-D (Prompt),17,100000,0.17407,0.0,613,0,16794,82593,176000189,16815997,8.721257975717869,289.5432889996904,350.4,350.4,3.4537149987305327,1281.1793189000634,1341.2852200000711,4.481216985303433,17.28638148301181,3.732748118110843,0.09781761053988199,0.00613,1270,1.6933333333333334
Baseline-D (Prompt),18,100000,0.17331,0.0,594,0,16737,82669,176168928,16647258,8.633745094408205,289.8090419996896,350.4,350.4,3.450547964618271,1281.795676100045,1341.2852200000568,4.435264253490339,16.696390532291666,3.590242584877451,0.09693120852687953,0.00594,1296,1.728
Baseline-D (Prompt),19,100000,0.17478,0.0,586,0,16892,82522,176177675,16638511,8.629208649526966,289.295153999692,350.4,350.4,3.4566773282384977,1281.7633950000743,1341.2852200000814,4.437670982462885,16.894339383694806,3.610520914020688,0.09688521221635277,0.00586,1291,1.7213333333333334
Baseline-D (Prompt),20,100000,0.17454,0.0,562,0,16892,82546,176179184,16637002,8.628426038880367,289.37912999969274,350.4,350.4,3.4556742222601255,1281.7503987000669,1341.2852200000702,4.438639926264174,17.04121085140845,3.658436721440014,0.09687727662955674,0.00562,1278,1.704
Baseline-D (Prompt),21,100000,0.17483,0.0,585,0,16898,82517,176067440,16748746,8.686379679764022,289.2776769996932,350.4,350.4,3.45688616685435,1281.4178646000523,1341.2852200000643,4.463432125197736,16.94550499525463,3.619394706791049,0.09746454327957177,0.00585,1296,1.728
Baseline-D (Prompt),22,100000,0.174,0.0,626,0,16774,82600,176078532,16737654,8.680627050677167,289.5677219996909,350.4,350.4,3.4534235828987443,1281.4304300000651,1341.285220000081,4.4624953073002755,17.0246597583788,3.665221356197645,0.09740628381054485,0.00626,1283,1.7106666666666666
Baseline-D (Prompt),23,100000,0.17454,0.0,596,0,16858,82546,176069856,16746330,8.68512667292361,289.37902799969083,350.4,350.4,3.4556754403123797,1281.4340321000466,1341.2852200000525,4.462226751443931,17.234106357311322,3.7052820676105287,0.09745185415491375,0.00596,1272,1.696
Baseline-D (Prompt),24,100000,0.17433,0.0,599,0,16834,82567,176122898,16693288,8.657617571587066,289.4524349996916,350.4,350.4,3.4547990587851354,1281.5782923000495,1341.2852200000525,4.451471380561449,17.105060131504704,3.6792263087776655,0.09717318121187529,0.00599,1276,1.7013333333333334
Baseline-D (Prompt),25,100000,0.17417,0.0,576,0,16841,82583,175986469,16829717,8.728373560920865,289.50843999969226,350.4,350.4,3.454130732772637,1281.1358389000645,1341.2852200000827,4.484458652277888,17.0156645310952,3.6555248529425866,0.09788960651636766,0.00576,1292,1.7226666666666666
Baseline-D (Prompt),26,100000,0.17379,0.0,566,0,16813,82621,176277109,16539077,8.577639327436962,289.6413179996908,350.4,350.4,3.4525460901302334,1282.0797709000642,1341.2852200000755,4.414083463918877,16.96101214691188,3.658178528718431,0.09636200656097585,0.00566,1271,1.6946666666666668
Baseline-D (Prompt),27,100000,0.17398,0.0,569,0,16829,82602,176025218,16790968,8.70827721900899,289.57488499969145,350.4,350.4,3.453338158110865,1281.2136673000532,1341.2852200000634,4.478656128038701,17.197562476295133,3.7151925196240354,0.09768624074954015,0.00569,1274,1.6986666666666668
Baseline-D (Prompt),28,100000,0.17407,0.0,560,0,16847,82593,176151287,16664899,8.642894222583575,289.5434479996906,350.4,350.4,3.453713102156152,1281.7122333000489,1341.2852200000639,4.441485361332184,16.970703796392353,3.646878837754681,0.09702395989917505,0.0056,1282,1.7093333333333334
Baseline-D (Prompt),29,100000,0.17407,0.0,580,0,16827,82593,175947315,16868871,8.748679947439681,289.5433879996906,350.4,350.4,3.453713817844352,1280.974266500078,1341.285220000078,4.4965047404307015,17.245679571084573,3.7228624510571553,0.09809500474713904,0.0058,1277,1.7026666666666668
Baseline-E (No-Opt),0,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000573,1341.2852200000573,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),1,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000566,1341.2852200000566,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),2,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000639,1341.2852200000639,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),3,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.285220000083,1341.285220000083,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),4,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000502,1341.2852200000502,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),5,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000768,1341.2852200000768,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),6,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000746,1341.2852200000746,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),7,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.285220000054,1341.285220000054,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),8,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000632,1341.2852200000632,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),9,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000666,1341.2852200000666,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),10,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000727,1341.2852200000727,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),11,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000689,1341.2852200000689,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),12,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.285220000074,1341.285220000074,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),13,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000655,1341.2852200000655,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),14,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000525,1341.2852200000525,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),15,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000668,1341.2852200000668,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),16,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000596,1341.2852200000596,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),17,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000711,1341.2852200000711,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),18,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000568,1341.2852200000568,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),19,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000814,1341.2852200000814,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),20,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000702,1341.2852200000702,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),21,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000643,1341.2852200000643,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),22,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.285220000081,1341.285220000081,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),23,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000525,1341.2852200000525,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),24,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000525,1341.2852200000525,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),25,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000827,1341.2852200000827,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),26,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000755,1341.2852200000755,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),27,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000634,1341.2852200000634,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),28,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.2852200000639,1341.2852200000639,0.0,0.0,-1.0,0.0,0.0,0,0.0
Baseline-E (No-Opt),29,100000,0.0,0.0,0,0,0,100000,192816186,0,0.0,350.0,350.0,350.0,2.857142857142857,1341.285220000078,1341.285220000078,0.0,0.0,-1.0,0.0,0.0,0,0.0
TokenCacheOps,0,100000,0.56468,0.48647,7821,48647,0,43532,118522903,74293283,38.53062574321432,51.93777899999141,1.8,350.2,19.253807522269398,730.0889848999986,1341.2852200000573,45.56795422677009,548.6303100842196,52.286506983440155,0.3238745974960268,0.49170949999999997,1147,0.7646666666666667
TokenCacheOps,1,100000,0.56018,0.46066,9952,46066,0,43982,117661431,75154755,38.97740981143564,52.36894799999367,1.8,350.2,19.09528524422757,726.9765332500041,1341.2852200000566,45.80000417435649,550.0895991624565,52.511209647217115,0.32640429047124114,0.491081,1148,0.7653333333333333
TokenCacheOps,2,100000,0.56647,0.47875,8772,47875,0,43353,117687872,75128314,38.9636967510601,51.65646299999187,1.8,121.2,19.358661858055545,729.9784108499973,1341.2852200000639,45.57619811467373,556.5553971,52.29614726678871,0.32632692869026714,0.4946575,1147,0.7646666666666667
TokenCacheOps,3,100000,0.56333,0.47718,8615,47718,0,43667,118870961,73945225,38.3501128893816,52.05192599999249,1.8,350.2,19.211584985349905,730.5183608999891,1341.285220000083,45.535941945297516,544.7545370433741,52.24907228422788,0.3228471357147779,0.49175299999999994,1147,0.7646666666666667
TokenCacheOps,4,100000,0.56312,0.47589,8723,47589,0,43688,117893402,74922784,38.8571030027531,52.12514099999269,1.8,350.2,19.184600383146023,728.833782100006,1341.2852200000502,45.66153632111306,550.7900538652741,52.30299720627016,0.32572497710086773,0.4917365,1149,0.766
TokenCacheOps,5,100000,0.56398,0.48046,8352,48046,0,43602,117572953,75243233,39.02329703793643,52.05437699999264,1.8,350.2,19.210680400615328,728.2885972499857,1341.2852200000768,45.70218277288227,553.9905815579634,52.35044584422028,0.3266630326025134,0.491911,1149,0.766
TokenCacheOps,6,100000,0.56528,0.49635,6893,49635,0,43472,118793051,74023135,38.390519248212904,51.97808099998933,1.8,350.2,19.238878788160825,731.7280562500002,1341.2852200000746,45.445752675187194,545.7886663408696,52.00497076087603,0.32307739599229557,0.4908275,1150,0.7666666666666667
TokenCacheOps,7,100000,0.56181,0.47099,9082,47099,0,43819,118533437,74282749,38.525162508919244,52.140374999993725,1.8,121.2,19.178995164498154,727.7474459999978,1341.285220000054,45.74252849815429,546.2407227184556,52.53732757417593,0.3238435470496961,0.49116150000000003,1146,0.764
TokenCacheOps,8,100000,0.56175,0.49566,6609,49566,0,43825,119125343,73690843,38.21818309381973,52.173538999990235,1.8,350.2,19.16680407668315,730.0754590999917,1341.2852200000632,45.568962647634535,541.3578603563643,52.28768621622245,0.3220942266723663,0.487401,1147,0.7646666666666667
TokenCacheOps,9,100000,0.56137,0.47883,8254,47883,0,43863,118615881,74200305,38.48240468774753,52.37579799999336,1.8,350.2,19.092787855950696,728.6340811999968,1341.2852200000666,45.67642509324298,544.2572981426395,52.36682393728831,0.32360043322505905,0.48954549999999997,1148,0.7653333333333333
TokenCacheOps,10,100000,0.56518,0.47743,8775,47743,0,43482,118201243,74614943,38.69744783770383,52.01080099999298,1.8,350.2,19.22677560763071,729.4355788500084,1341.2852200000727,45.616669148865384,551.0131552884147,52.29700706882093,0.3248213644379648,0.49356549999999993,1148,0.7653333333333333
TokenCacheOps,11,100000,0.5644,0.49045,7395,49045,0,43560,119244740,73571446,38.1562603878079,51.9940559999916,1.8,350.2,19.23296770692714,730.9982726999984,1341.2852200000689,45.50016194915196,542.0851713107049,52.114616823330756,0.32174026285702195,0.4908325,1149,0.766
TokenCacheOps,12,100000,0.56301,0.47361,8940,47361,0,43699,117901023,74915163,38.85315053374202,52.12305499999253,1.8,350.2,19.185368163860375,728.3954224500078,1341.285220000074,45.69421838183175,550.62644805,52.34114861184215,0.32570263620527234,0.4919685,1149,0.766
TokenCacheOps,13,100000,0.56514,0.47295,9219,47295,0,43486,117735288,75080898,38.939105454559716,51.76086699999273,1.8,121.2,19.319614565191507,728.2351086499899,1341.2852200000655,45.706170634613095,553.9323589519581,52.35510107485427,0.3261881531817377,0.4941975,1149,0.766
TokenCacheOps,14,100000,0.5603,0.48264,7766,48264,0,43970,118959225,73856961,38.30433664941386,52.34675299999285,1.8,350.2,19.103381636682155,729.0534203999995,1341.2852200000525,45.645161108986876,540.2357082023499,52.28388160139713,0.3225860852195692,0.487904,1149,0.766
TokenCacheOps,15,100000,0.56134,0.47488,8646,47488,0,43866,117929490,74886696,38.83838673170312,52.392808999993306,1.8,350.2,19.08658877213718,727.0890890000072,1341.2852200000668,45.79161254010008,550.701719641572,52.64158349345498,0.32561917234616156,0.49010799999999993,1145,0.7633333333333333
TokenCacheOps,16,100000,0.56441,0.48951,7490,48951,0,43559,119016746,73799440,38.27450461031316,51.938787999990566,1.8,350.2,19.25343348405014,730.4423553499971,1341.2852200000596,45.54160856629996,545.1981928062827,52.30216969023232,0.32241585217709917,0.49098349999999996,1146,0.764
TokenCacheOps,17,100000,0.56303,0.46899,9404,46899,0,43697,117806637,75009549,38.902101818360826,52.110036999994044,1.8,350.2,19.190161004877318,728.801142600005,1341.2852200000711,45.663969770727334,552.3011295571491,52.39878617263,0.32597922361686,0.4926815,1147,0.7646666666666667
TokenCacheOps,18,100000,0.56181,0.50385,5796,50385,0,43819,119899491,72916695,37.81668775462658,52.408120999990416,1.8,350.2,19.081012272891503,731.9960643499961,1341.2852200000568,45.42577123529587,535.2612598164199,52.07396826220041,0.31979260062516235,0.4862325,1148,0.7653333333333333
TokenCacheOps,19,100000,0.56505,0.49351,7154,49351,0,43495,118596074,74220112,38.492677165598536,51.89612599999085,1.8,350.2,19.269261061994804,730.7633670000008,1341.2852200000814,45.51767542775455,547.4944423707572,52.13506118364496,0.3236588567710506,0.4910235,1149,0.766
TokenCacheOps,20,100000,0.5657,0.48197,8373,48197,0,43430,118393425,74422761,38.59777674473864,51.789293999991436,1.8,350.2,19.309010082280047,730.56633375,1341.2852200000702,45.53236531228148,550.5791965697471,52.244889821279,0.32425601928991193,0.49340449999999997,1147,0.7646666666666667
TokenCacheOps,21,100000,0.56727,0.4879,7937,48790,0,43273,117686821,75129365,38.964241829780825,51.68833999998998,1.8,121.2,19.346723071396642,730.4079314000019,1341.2852200000643,45.54417505622206,556.3790454771541,52.165995526550255,0.32633000407314366,0.494085,1149,0.766
TokenCacheOps,22,100000,0.56413,0.46922,9491,46922,0,43587,117853462,74962724,38.877817031397974,52.0472919999939,1.8,350.2,19.213295477507593,728.6329609500007,1341.285220000081,45.676508613883286,554.0007182111791,52.50674751529084,0.3258420366602351,0.493747,1145,0.7633333333333333
TokenCacheOps,23,100000,0.56397,0.47186,9211,47186,0,43603,117646128,75170058,38.98534638580601,51.92302099999329,1.8,350.2,19.25928000221962,728.6646134500012,1341.2852200000525,45.67414875040727,553.9240976950348,52.36416433362816,0.32644905627871856,0.493191,1148,0.7653333333333333
TokenCacheOps,24,100000,0.56079,0.46573,9506,46573,0,43921,117504051,75312135,39.05903158980647,52.252599999994466,1.8,350.2,19.137803669101743,726.7408345499921,1341.2852200000525,45.81757677535852,552.8048715530105,52.62516452443808,0.32686438969720705,0.49093049999999994,1146,0.764
TokenCacheOps,25,100000,0.56592,0.47238,9354,47238,0,43408,117663469,75152717,38.97635284622837,51.744500999993534,1.8,121.2,19.32572506593744,729.452761700005,1341.2852200000827,45.61538807532972,555.2274883112271,52.2491260487448,0.3263983282686165,0.495063,1149,0.766
TokenCacheOps,26,100000,0.56467,0.4864,7827,48640,0,43533,118155105,74661081,38.72137632677788,51.70851899999167,1.8,121.2,19.3391731060826,729.5581666000144,1341.2852200000755,45.60752957525519,550.8563494111934,52.28632869338511,0.3249569486153879,0.49171,1148,0.7653333333333333
TokenCacheOps,27,100000,0.56303,0.4711,9193,47110,0,43697,117797330,75018856,38.90692869529117,52.03942399999282,1.8,350.2,19.216200394534305,728.625148200003,1341.2852200000634,45.67709109625703,552.8516556764399,52.46073924956897,0.32600648442956554,0.492365,1146,0.764
TokenCacheOps,28,100000,0.56508,0.48859,7649,48859,0,43492,118424636,74391550,38.581589825659144,51.935417999992126,1.8,350.2,19.254682806252788,731.0177689000036,1341.2852200000639,45.4987084029772,549.7451230252833,52.20553191805233,0.32416411597003925,0.4917915,1147,0.7646666666666667
TokenCacheOps,29,100000,0.56162,0.47204,8958,47204,0,43838,118178983,74637203,38.70899251165563,52.279779999992996,1.8,350.2,19.127854019281145,727.394358349998,1341.285220000078,45.768853074370284,548.661596189267,52.568138014841175,0.324886785944864,0.49081400000000003,1146,0.764
